"X","Y","Species","DBH_cm","ba_m2","grp_id","grp_size","grp_nm","tree_id","weight"
180.7,187.5,"POTR",13.97,0.0153279012426993,"b0093",3,"2-4 trees",4065,67.9695273295393
102.3,187.7,"PIPU",4.826,0.00182921399954197,"a0179",1,"single",4068,12.4090835343443
180.6,187.7,"PIEN",14.986,0.0176384873473839,"b0093",3,"2-4 trees",4069,76.0496404670287
71.1,187.8,"POTR",12.446,0.0121660465731309,"e0003",23,"16-25 trees",4070,56.4998994121704
73.8,187.8,"PIEN",22.352,0.0392394271813102,"e0003",23,"16-25 trees",4071,144.180398665019
83.6,188,"POTR",12.446,0.0121660465731309,"e0003",23,"16-25 trees",4074,56.4998994121704
78.1,188.3,"PIFL2",22.606,0.0401362994193128,"e0003",23,"16-25 trees",4077,146.810783773453
193.2,188.5,"POTR",19.304,0.0292674239926715,"a0313",1,"single",4082,114.034350743377
80.4,188.6,"PIEN",21.844,0.0374760851540509,"e0003",23,"16-25 trees",4083,138.973331479546
180.6,188.8,"PSME",28.702,0.0647014780059595,"b0093",3,"2-4 trees",4086,215.109433315022
37.7,188.9,"PIEN",18.288,0.0262677157164143,"a0284",1,"single",4087,104.584166814162
168.3,189.1,"PIEN",2.794,0.000613116049707972,"b0128",3,"2-4 trees",4091,5.17561833654136
73.6,189.6,"PIEN",13.97,0.0153279012426993,"e0003",23,"16-25 trees",4095,67.9695273295393
75.5,189.6,"PIEN",8.89,0.00620716661894435,"e0003",23,"16-25 trees",4096,32.9794051157481
170.6,190.3,"PSME",15.24,0.0182414692475099,"b0128",3,"2-4 trees",4112,78.1224666314692
107.5,191.1,"PSME",1.524,0.000182414692475099,"a0210",1,"single",4123,1.96234763927647
115.3,191.1,"PIEN",20.32,0.0324292786622399,"a0139",1,"single",4124,123.787823146332
73.5,191.3,"PIEN",6.35,0.00316692174435936,"e0003",23,"16-25 trees",4132,19.2503203210012
78.9,191.5,"POTR",13.462,0.0142334130878487,"e0003",23,"16-25 trees",4136,64.0582895158179
125.2,191.5,"PIEN",20.32,0.0324292786622399,"a0156",1,"single",4137,123.787823146332
146.5,191.5,"PIPO",3.556,0.000993146659031096,"b0111",4,"2-4 trees",4139,7.61270154517849
30.2,191.7,"PIPU",29.21,0.0670120641106441,"b0133",2,"2-4 trees",4143,221.233296775782
78.2,191.7,"PIEN",9.144,0.00656692892910357,"e0003",23,"16-25 trees",4144,34.4999088632196
46.2,191.8,"PIEN",26.162,0.0537565964574535,"a0191",1,"single",4145,185.469929173557
30.2,192,"PIPO",43.18,0.146438461459177,"b0133",2,"2-4 trees",4149,413.477822801311
134.8,193,"PIEN",24.13,0.0457303499885492,"a0305",1,"single",4175,162.964014650622
147.9,193,"PIPO",7.112,0.00397258663612438,"b0111",4,"2-4 trees",4176,23.0773956958527
98.5,193.1,"PIEN",24.13,0.0457303499885492,"a0182",1,"single",4180,162.964014650622
61.1,193.8,"PSME",26.416,0.0548054809391854,"a0151",1,"single",4188,188.359396139355
146.5,194.1,"PSME",21.082,0.0349070782350266,"b0111",4,"2-4 trees",4195,131.298236918595
160,194.6,"PIEN",2.794,0.000613116049707972,"b0077",4,"2-4 trees",4208,5.17561833654136
78.1,195,"POTR",14.478,0.0164629259958777,"e0003",23,"16-25 trees",4214,71.9670524479585
22,195.7,"PIPO",51.054,0.20471488863018,"a0268",1,"single",4226,540.564645867664
160.4,195.8,"POTR",16.51,0.0214083909918693,"b0077",4,"2-4 trees",4231,88.7963914804711
158.2,196.1,"PIPO",12.446,0.0121660465731309,"b0077",4,"2-4 trees",4237,56.4998994121704
172.4,196.1,"PSME",14.478,0.0164629259958777,"b0089",3,"2-4 trees",4238,71.9670524479585
148.1,196.2,"PIPU",8.382,0.00551804444737175,"b0111",4,"2-4 trees",4239,30.0162373188641
52.5,196.7,"PSME",31.242,0.0766597745126604,"a0177",1,"single",4243,246.366767265927
92.6,196.9,"PIEN",6.604,0.00342534255869908,"a0155",1,"single",4245,20.4970473014041
160.2,197.3,"PIPO",25.908,0.0527178461253037,"b0077",4,"2-4 trees",4253,182.597245308451
173.2,197.5,"POTR",17.272,0.0234301538334683,"b0089",3,"2-4 trees",4256,95.4439065680274
29.7,198,"PIEN",27.178,0.0580129392818725,"a0276",1,"single",4264,197.127852560154
85.8,198.2,"PIEN",12.7,0.0126676869774374,"a0168",1,"single",4271,58.3560588423466
199.4,198.4,"PIPO",38.1,0.114009182796937,"a0262",1,"single",4279,338.438655501018
174.7,198.7,"PIEN",24.384,0.0466981612736254,"b0089",3,"2-4 trees",4283,165.717326957557
143,199.6,"POTR",6.35,0.00316692174435936,"a0248",1,"single",4298,19.2503203210012
